openalex_id,title,year,source,type,primary_topic,subfield,field,domain,doi,cited_by_count,num_referenced_works
W2492944603,"Auditory icons, earcons, and displays: Information and expression through sound",2013,,book-chapter,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1093/acprof:oso/9780199608157.003.0015,7,67
W2952985183,Preparation and dehydration of α-perfluorobutyl carbinols,1990,Tetrahedron Letters,article,Fluorine in Organic Chemistry,Pharmaceutical Science,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences,https://doi.org/10.1016/s0040-4039(00)97912-7,11,4
W2009592818,Microbial Manganese Oxidation in the Lower Mississippi River: Methods and Evidence,2005,Geomicrobiology Journal,article,Geochemistry and Elemental Analysis,Geochemistry and Petrology,Earth and Planetary Sciences,Physical Sciences,https://doi.org/10.1080/01490450590945924,51,27
W627129392,DETECTABILITY OF CRITICALITY AND URGENCY UNDER VARIOUS CONDITIONS OF VISUAL AND AUDITORY INDICATIONS,1997,,article,Human-Automation Interaction and Safety,Social Psychology,Psychology,Social Sciences,,6,0
W2287353653,Perception of Graphical Virtual Environments by Blind Users via Sensory Substitution,2016,PLoS ONE,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1371/journal.pone.0147501,33,52
W4281741820,Listening to the Magnetosphere: How Best to Make ULF Waves Audible,2022,Frontiers in Astronomy and Space Sciences,article,Ionosphere and magnetosphere dynamics,Astronomy and Astrophysics,Physics and Astronomy,Physical Sciences,https://doi.org/10.3389/fspas.2022.877172,6,87
W4289205727,Effect of Nanoparticle Size and Concentration on Pool Boiling Heat Transfer with TiO2 Nanofluids on Laser-Textured Copper Surfaces,2022,Nanomaterials,article,Heat Transfer and Boiling Studies,Mechanical Engineering,Engineering,Physical Sciences,https://doi.org/10.3390/nano12152611,37,70
W3214996133,Whole‐Cell‐Mimicking Carrier‐Free Nanovaccines Amplify Immune Responses Against Cancer and Bacterial Infection,2021,Advanced Functional Materials,article,Immunotherapy and Immune Responses,Immunology,Immunology and Microbiology,Life Sciences,https://doi.org/10.1002/adfm.202108917,29,64
W1499693679,Sonically Augmented Found Objects,2008,,article,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.5072/zenodo.207975,13,21
W61926279,Traffic and Data Link Displays: Auditory? Visual? or Redundant? A Visual Scanning Analysis,2003,,article,Human-Automation Interaction and Safety,Social Psychology,Psychology,Social Sciences,,13,7
W1534396351,Wireless sensor networks for marginal farming in India,2008,Infoscience (Ecole Polytechnique Fédérale de Lausanne),article,ICT in Developing Communities,Information Systems,Computer Science,Physical Sciences,https://doi.org/10.5075/epfl-thesis-4172,29,84
W2159410846,Designing earcons with musical grammars,1999,ACM SIGCAPH Computers and the Physically Handicapped,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1145/569306.569307,16,14
W2077288294,Toward local and global perception modules for vision substitution,2010,Neurocomputing,article,Neuroscience and Neural Engineering,Cellular and Molecular Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1016/j.neucom.2010.07.022,15,42
W2790522321,A Qualitative Investigation to Underpin the Development of an Electronic Tool to Assess Nutrition Literacy in Australian Adults,2018,Nutrients,article,Health Literacy and Information Accessibility,General Health Professions,Health Professions,Health Sciences,https://doi.org/10.3390/nu10020251,30,44
W2945108519,"EEG KISS: Shared Multi-modal, Multi Brain Computer Interface Experience, in Public Space",2019,,book-chapter,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1007/978-3-030-14323-7_7,13,29
W57832547,Technical aspects of a demonstration tape for three-dimensional sound displays,1990,NASA Technical Reports Server (NASA),article,Hearing Loss and Rehabilitation,Cognitive Neuroscience,Neuroscience,Life Sciences,,7,11
W2977483165,Conductive polyurethane-based powder clear coatings modified with carbon nanotubes,2019,Progress in Organic Coatings,article,Smart Materials for Construction,Pollution,Environmental Science,Physical Sciences,https://doi.org/10.1016/j.porgcoat.2019.105367,18,31
W1976755558,Notes from the Metalevel: An Introduction to Computer Composition,2004,Medical Entomology and Zoology,book,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,,18,0
W2954449086,ActivEarring: Spatiotemporal Haptic Cues on the Ears,2019,IEEE Transactions on Haptics,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1109/toh.2019.2925799,21,43
W2059747271,Individualization of head related transfer functions using principal component analysis,2014,Applied Acoustics,article,Hearing Loss and Rehabilitation,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1016/j.apacoust.2014.07.005,31,30
W1978270319,Designing Trend-Monitoring Sounds for Helicopters: Methodological Issues and an Application.,2004,Journal of Experimental Psychology Applied,article,Safety Warnings and Signage,Social Psychology,Psychology,Social Sciences,https://doi.org/10.1037/1076-898x.10.4.203,18,25
W1572846749,ORGANIC WASTE PRODUCTS IN AGRICULTURE ‐ MONITORING THE WASTE CONSTITUENTS PHTHALATE ESTERS IN SOIL‐CROP SYSTEM BY GAS CHROMATOGRAPHY AND ION TRAP TANDEM MASS SPECTROMETRY,2007,Journal of Environmental Engineering and Landscape Management,article,Effects and risks of endocrine disrupting chemicals,"Health, Toxicology and Mutagenesis",Environmental Science,Physical Sciences,https://doi.org/10.3846/16486897.2007.9636938,24,19
W2170082409,Sensory and Cognitive Factors Affecting Automotive Head-Up Display Effectiveness,1999,Transportation Research Record Journal of the Transportation Research Board,article,Human-Automation Interaction and Safety,Social Psychology,Psychology,Social Sciences,https://doi.org/10.3141/1694-02,34,11
W4214553812,pH Responsive Abelmoschus esculentus Mucilage and Administration of Methotrexate: In-Vitro Antitumor and In-Vivo Toxicity Evaluation,2022,International Journal of Molecular Sciences,article,Agricultural Practices and Plant Genetics,Plant Science,Agricultural and Biological Sciences,Life Sciences,https://doi.org/10.3390/ijms23052725,30,71
W1545385656,Granular Synthesis for Display of Time-Varying Probability Densities,2004,,article,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,,13,13
W4399369136,"Resonance: A Brain-Computer Interface Assemblage of EEG, Sound, and Therapeutic Clowns for the Detection of Consciousness",2024,Leonardo,article,EEG and Brain-Computer Interfaces,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1162/leon_a_02547,2,23
W2087845257,Physically Based Sound Synthesis for Large-Scale Virtual Environments,2007,IEEE Computer Graphics and Applications,article,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.1109/mcg.2007.16,17,5
W2018759249,Dissonance on audio interfaces,1997,IEEE Expert,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1109/64.621221,10,17
W2778530987,Networks of Music and Images,2017,ARCA (Università Ca' Foscari Venezia),article,Image Retrieval and Classification Techniques,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,,6,0
W3198656788,Sound of databases,2021,Proceedings of the VLDB Endowment,article,Data Visualization and Analytics,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.14778/3476311.3476322,5,8
W4377014199,Modeling and Quantifying the Impact of Personified Communication on Purchase Behavior in Social Commerce,2023,Preprints.org,preprint,Digital Marketing and Social Media,Sociology and Political Science,Social Sciences,Social Sciences,https://doi.org/10.20944/preprints202305.1295.v1,3,30
W2819222535,Stereosonic vision: Exploring visual-to-auditory sensory substitution mappings in an immersive virtual reality navigation paradigm,2018,PLoS ONE,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1371/journal.pone.0199389,54,111
W2582888911,Impact of sample processing on human airways microbial metagenomes,2017,Journal of Biotechnology,article,Gut microbiota and health,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,https://doi.org/10.1016/j.jbiotec.2017.01.001,12,20
W1799884102,Exploring concurrent auditory icon recognition,2009,,article,Multisensory perception and integration,Experimental and Cognitive Psychology,Psychology,Social Sciences,,7,12
W2128888887,Determinação de fósforo biodisponível em rações de peixes utilizando extração assistida por ultra-som e espectrofotometria no visível,2009,Química Nova,article,Water Quality Monitoring and Analysis,Industrial and Manufacturing Engineering,Environmental Science,Physical Sciences,https://doi.org/10.1590/s0100-40422009000400018,16,7
W2077305043,"Induction of adventitious roots by culture filtrates of the hairy root bacterium, <i>Agrobacterium rhizogenes</i>",1971,Canadian Journal of Microbiology,article,Plant tissue culture and regeneration,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,https://doi.org/10.1139/m71-224,16,4
W42802203,The virtual bat: Echolocation in virtual reality,2001,,article,Bat Biology and Ecology Studies,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,,7,26
W186422521,Auditory attention based on differences in median vertical plane position.,2002,OpenGrey (Institut de l'Information Scientifique et Technique),dissertation,Hearing Loss and Rehabilitation,Cognitive Neuroscience,Neuroscience,Life Sciences,,7,7
W2082076147,53 Cross-reacting antibody (AB) to alfalfa seed (AS) and deoxyribonucleic acid (DNA) in systemic lupus erythematosus (SLE),1983,Journal of Allergy and Clinical Immunology,article,Monoclonal and Polyclonal Antibodies Research,"Radiology, Nuclear Medicine and Imaging",Medicine,Health Sciences,https://doi.org/10.1016/0091-6749(83)90177-x,5,0
W4290342726,Auditory Sequences Presented With Spearcons Support Better Multiple Patient Monitoring Than Single-Patient Alarms: A Preclinical Simulation,2022,Human Factors The Journal of the Human Factors and Ergonomics Society,article,Healthcare Technology and Patient Monitoring,Surgery,Medicine,Health Sciences,https://doi.org/10.1177/00187208221116949,11,34
W395214517,Expressive musical icons,2001,,article,Music and Audio Processing,Signal Processing,Computer Science,Physical Sciences,,7,6
W2016598425,Critical aspects of fluorescent age-pigment methodologies: Modification for accurate analysis and age assessments in aquatic organisms,1991,Marine Biology,article,Aquaculture Nutrition and Growth,Aquatic Science,Agricultural and Biological Sciences,Life Sciences,https://doi.org/10.1007/bf01320225,31,68
W3027657859,Elliptical Sound: Audibility and the Space of Reading1,2017,Edinburgh University Press eBooks,book-chapter,Poetry Analysis and Criticism,Literature and Literary Theory,Arts and Humanities,Social Sciences,https://doi.org/10.3366/edinburgh/9781474416368.003.0008,2,0
W3094824219,New water and air pollution sensors added to the Sonic Kayak citizen science system for low cost environmental mapping,2020,bioRxiv (Cold Spring Harbor Laboratory),preprint,Marine animal studies overview,Ecology,Environmental Science,Physical Sciences,https://doi.org/10.1101/2020.11.03.366229,3,32
W1065804,User Interface Preferences in the Design of a Camera-Based Navigation and Wayfinding Aid,2013,Journal of Visual Impairment & Blindness,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1177/0145482x1310700205,41,22
W10282353,MULTIMODAL CONVERGENT INFORMATION ENHANCES PERCEPTION ACCURACY OF HUMAN MOVEMENT PATTERNS,2001,Medical economics,article,Multisensory perception and integration,Experimental and Cognitive Psychology,Psychology,Social Sciences,,15,1
W3095320247,Collaborative Tabletops for Blind People,2020,Proceedings of the ACM on Human-Computer Interaction,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1145/3427325,17,59
W36965379,"Librarianship, Professionalism, and Social Change.",1982,Library journal,article,Library Science and Information Literacy,Library and Information Sciences,Social Sciences,Social Sciences,https://doi.org/10.1016/j.seizure.2023.03.011,7,0
W2767616760,Nitrogen and phosphorus release from organic wastes and suitability as bio-based fertilizers in a circular economy,2017,Environmental Technology,article,Phosphorus and nutrient management,Industrial and Manufacturing Engineering,Environmental Science,Physical Sciences,https://doi.org/10.1080/09593330.2017.1404136,31,39
